company_id,field,url
c113,universe_source,https://a16z.com/portfolio/
c114,universe_source,https://a16z.com/announcement/investing-in-mind-robotics/
c114,universe_source,https://techcrunch.com/2026/03/11/rivian-mind-robotics-series-a-500m-fund-raise-industrial-ai-powered-robots/
c115,universe_source,https://blogs.nvidia.com/blog/nvidia-investments/
c116,universe_source,https://agfundernews.com/brief-nvidias-venture-arm-invests-in-autonomous-weeding-startup-carbon-robotics
c116,universe_source,https://newmarketpitch.com/blogs/news/robotics-funding-analysis
c117,universe_source,https://blogs.nvidia.com/blog/nvidia-investments/
c117,universe_source,https://news.crunchbase.com/venture/robotic-brain-building-startup-flexion-raise/
c118,universe_source,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/
c119,universe_source,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/
c120,universe_source,https://eclipse.capital/portfolio/
c121,universe_source,https://eclipse.capital/portfolio/
c122,universe_source,https://eclipse.capital/portfolio/
c123,universe_source,https://www.therobotreport.com/rbr50-2025/
c124,universe_source,https://www.therobotreport.com/rbr50-2025/
c125,universe_source,https://www.therobotreport.com/rbr50-2025/
c125,universe_source,https://agfundernews.com/from-experimentation-to-impact-farm-robotics-top-fundraises-in-2025
c126,universe_source,https://www.therobotreport.com/rbr50-2025/
c127,universe_source,https://www.therobotreport.com/rbr50-2025/
c128,universe_source,https://www.therobotreport.com/rbr50-2025/
c129,universe_source,https://www.therobotreport.com/rbr50-2025/
c130,universe_source,https://www.therobotreport.com/rbr50-2025/
c131,universe_source,https://www.therobotreport.com/rbr50-2025/
c132,universe_source,https://www.therobotreport.com/rbr50-2025/
c133,universe_source,https://www.therobotreport.com/rbr50-2025/
c134,universe_source,https://www.therobotreport.com/rbr50-2025/
c135,universe_source,https://www.therobotreport.com/rbr50-2025/
c136,universe_source,https://www.therobotreport.com/rbr50-2025/
c137,universe_source,https://www.therobotreport.com/rbr50-2025/
c138,universe_source,https://www.therobotreport.com/rbr50-2025/
c139,universe_source,https://www.therobotreport.com/rbr50-2025/
c139,universe_source,https://blog.robozaps.com/b/humanoid-robot-companies
c140,universe_source,https://www.therobotreport.com/rbr50-2025/
c141,universe_source,https://www.therobotreport.com/rbr50-2025/
c142,universe_source,https://www.therobotreport.com/rbr50-2025/
c142,universe_source,https://mytra.ai/news/mytra-raises-120m-series-c
c143,universe_source,https://www.therobotreport.com/rbr50-2025/
c144,universe_source,https://www.therobotreport.com/rbr50-2025/
c144,universe_source,https://www.globenewswire.com/news-release/2025/06/24/3104110/0/en/Pickle-Robot-Hires-New-VP-of-Engineering-Adding-50-New-Engineers-by-September-as-Warehouse-Robotics-Demand-Surges.html
c145,universe_source,https://www.therobotreport.com/rbr50-2025/
c146,universe_source,https://www.therobotreport.com/rbr50-2025/
c147,universe_source,https://www.therobotreport.com/rbr50-2025/
c148,universe_source,https://www.therobotreport.com/rbr50-2025/
c149,universe_source,https://www.therobotreport.com/rbr50-2025/
c150,universe_source,https://www.therobotreport.com/rbr50-2025/
c151,universe_source,https://www.therobotreport.com/rbr50-2025/
c152,universe_source,https://www.therobotreport.com/rbr50-2025/
c153,universe_source,https://www.therobotreport.com/rbr50-2025/
c154,universe_source,https://www.therobotreport.com/rbr50-2024/
c155,universe_source,https://www.therobotreport.com/rbr50-2024/
c156,universe_source,https://www.therobotreport.com/rbr50-2024/
c157,universe_source,https://www.therobotreport.com/rbr50-2024/
c158,universe_source,https://www.therobotreport.com/rbr50-2024/
c159,universe_source,https://www.therobotreport.com/rbr50-2024/
c160,universe_source,https://www.therobotreport.com/rbr50-2024/
c161,universe_source,https://www.therobotreport.com/rbr50-2024/
c162,universe_source,https://www.therobotreport.com/rbr50-2024/
c163,universe_source,https://www.therobotreport.com/rbr50-2024/
c164,universe_source,https://www.therobotreport.com/rbr50-2024/
c165,universe_source,https://www.therobotreport.com/rbr50-2024/
c166,universe_source,https://www.therobotreport.com/rbr50-2024/
c167,universe_source,https://www.therobotreport.com/rbr50-2024/
c168,universe_source,https://www.therobotreport.com/rbr50-2024/
c169,universe_source,https://www.therobotreport.com/rbr50-2024/
c170,universe_source,https://www.therobotreport.com/rbr50-2024/
c171,universe_source,https://www.therobotreport.com/rbr50-2024/
c172,universe_source,https://www.therobotreport.com/rbr50-2024/
c172,universe_source,https://theaiinsider.tech/2026/04/27/sereact-raises-110m-in-series-b-funding-to-expand-warehouse-robotics-platform/
c173,universe_source,https://www.therobotreport.com/rbr50-2024/
c174,universe_source,https://www.therobotreport.com/rbr50-2024/
c175,universe_source,https://www.therobotreport.com/rbr50-2024/
c176,universe_source,https://www.therobotreport.com/rbr50-2024/
c177,universe_source,https://newmarketpitch.com/blogs/news/robotics-funding-analysis
c178,universe_source,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/
c179,universe_source,https://roboticsandautomationnews.com/2025/12/26/kargo-raises-42-million-series-b-to-scale-global-warehouse-deployment-with-enterprise-clients/97864/
c180,universe_source,https://www.therobotreport.com/pudu-robotics-raises-nearly-150m-targets-industrial-applications/
c181,universe_source,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/
c182,universe_source,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/
c183,universe_source,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/
c184,universe_source,https://www.therobotreport.com/persona-ai-raises-27m-develops-purpose-built-humanoid-robots-shipyards/
c185,universe_source,https://interestingengineering.com/ai-robotics/chinese-startup-robotera-raises-big
c186,universe_source,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/
c187,universe_source,https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/
c188,universe_source,https://www.therobotreport.com/dyna-robotics-closes-120m-funding-round-to-scale-robotics-foundation-model/
c189,universe_source,https://news.crunchbase.com/robotics/startup-funding-rises-h1-2025-ai-apptronik-data/
c190,universe_source,https://www.eu-startups.com/2025/04/more-than-just-a-robot-surgical-robotics-company-cmr-surgical-secures-over-e185-million/
c191,universe_source,https://newmarketpitch.com/blogs/news/robotics-funding-analysis
c192,universe_source,https://www.therobotreport.com/10-surgical-robotics-companies-follow-2025/
